FID,LAYER,NUMERO,AROS,INSTALADO,CreationDate,Creator,EditDate,Editor,x,y
1,BELLAVISTA_LA PALMERA,275,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666544.800000001,4490227.2
2,BELLAVISTA_LA PALMERA,276,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666318.5,4490144.7
3,BELLAVISTA_LA PALMERA,273,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666771.800000001,4489965.7
4,BELLAVISTA_LA PALMERA,274,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666772,4489958.9
5,BELLAVISTA_LA PALMERA,277,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666466,4489922.4
6,BELLAVISTA_LA PALMERA,278,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666139.300000001,4489769.6
7,BELLAVISTA_LA PALMERA,279,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666311.300000001,4489559
8,BELLAVISTA_LA PALMERA,280,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665384.300000001,4487970.9
9,BELLAVISTA_LA PALMERA,281,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665332,4487692.3
10,BELLAVISTA_LA PALMERA,282,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665300.5,4487525.1
11,BELLAVISTA_LA PALMERA,283,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665492.600000001,4487725.5
12,BELLAVISTA_LA PALMERA,284,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664383.199999999,4484210.3
13,BELLAVISTA_LA PALMERA,285,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664785,4485841.3
14,BELLAVISTA_LA PALMERA,286,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664339.600000001,4485295.5
15,CASCO_ANTIGUO,213,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666332.800000001,4495012.2
16,CASCO_ANTIGUO,214,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666193.300000001,4494883.4
17,CASCO_ANTIGUO,215,11,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666453.800000001,4494885.4
18,CASCO_ANTIGUO,217,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666727.300000001,4494754.9
19,CASCO_ANTIGUO,218,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666888.5,4494329
20,CASCO_ANTIGUO,297,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666244.5,4493356.7
21,CASCO_ANTIGUO,184,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668282.899999999,4493802.4
22,CASCO_ANTIGUO,183,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668272.399999999,4493763.9
23,CASCO_ANTIGUO,185,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668153.100000001,4493454.4
24,SAN PABLO_SANTA JUSTA,550,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664418.800000001,4495029.8
25,MACARENA_NORTE,343,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664504.300000001,4498220.1
26,MACARENA_NORTE,344,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664442.5,4498107.6
27,CASCO_ANTIGUO,188,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667819,4493345.6
28,MACARENA_NORTE,345,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664783.300000001,4497902.3
29,CASCO_ANTIGUO,189,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667708.199999999,4493306.2
30,MACARENA_NORTE,353,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663546.699999999,4498354.3
31,MACARENA_NORTE,354,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663641.300000001,4498166.5
32,CASCO_ANTIGUO,190,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667596.100000001,4493452.9
33,CASCO_ANTIGUO,191,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667366.199999999,4493365.2
34,MACARENA_NORTE,352,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663908.100000001,4498104.7
35,SAN PABLO_SANTA JUSTA,251,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665040.600000001,4494762.3
36,CASCO_ANTIGUO,192,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667371.699999999,4493468.1
37,SAN PABLO_SANTA JUSTA,252,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665351.300000001,4494295.6
38,MACARENA_NORTE,360,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663992.100000001,4497209.9
39,SAN PABLO_SANTA JUSTA,253,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665400,4494399.9
40,CASCO_ANTIGUO,193,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667371.199999999,4493462.3
41,MACARENA_NORTE,361,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664131.699999999,4495701.4
42,CASCO_ANTIGUO,194,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667828.800000001,4494799.7
43,NERVION,96,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666178,4492350.2
44,CASCO_ANTIGUO,195,7,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667278.899999999,4494600
45,TRIANA,113,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668894.5,4495469.8
46,MACARENA_NORTE,362,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664565.899999999,4496759.7
47,SUR,229,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666907.100000001,4491596.8
48,SUR,255,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666866.199999999,4491207.7
49,CASCO_ANTIGUO,196,10,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667250.899999999,4494871
50,MACARENA,363,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666749.399999999,4496029.4
51,TRIANA,93,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668590.100000001,4495440
52,SUR,254,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666860.899999999,4491196.8
53,CASCO_ANTIGUO,197,7,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667286.899999999,4495216.9
54,MACARENA,364,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666747.100000001,4495705.6
55,TRIANA,117,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668933.300000001,4495188.7
56,SAN PABLO_SANTA JUSTA,373,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664571,4495078.2
57,SUR,257,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665817,4491291.2
58,CASCO_ANTIGUO,199,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667294.899999999,4494411.2
59,TRIANA,106,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-669293.699999999,4494359
60,SUR,259,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665832.199999999,4491943.5
61,CASCO_ANTIGUO,200,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667538.399999999,4494293
62,SAN PABLO_SANTA JUSTA,374,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664412.5,4495216.6
63,TRIANA,72,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-669129.899999999,4494554.4
64,SUR,260,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665337.899999999,4491670.6
65,MACARENA,372,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666643,4496644.3
66,CASCO_ANTIGUO,551,7,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666871,4492435.2
67,TRIANA,68,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-669106.300000001,4494674.2
68,MACARENA,371,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665895.300000001,4496311.7
69,SAN PABLO_SANTA JUSTA,375,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664325,4494982.2
70,CASCO_ANTIGUO,204,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667477.300000001,4492823.6
71,SUR,261,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665265.899999999,4491699.8
72,MACARENA,368,2,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665570.699999999,4496570.1
73,TRIANA,84,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668564.399999999,4494680.4
74,SAN PABLO_SANTA JUSTA,376,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664835.899999999,4494517.4
75,CASCO_ANTIGUO,205,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667192.800000001,4492741.5
76,SUR,262,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664923.899999999,4491193
77,MACARENA,367,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664986.300000001,4496057.3
78,CASCO_ANTIGUO,30,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668149.699999999,4494067.8
79,CASCO_ANTIGUO,206,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667259.800000001,4492638.5
80,MACARENA,366,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665193.300000001,4496049.2
81,SAN PABLO_SANTA JUSTA,377,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665444.899999999,4493927.3
82,CASCO_ANTIGUO,29,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668129.199999999,4493958.9
83,CASCO_ANTIGUO,267,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667007,4492168.7
84,CASCO_ANTIGUO,209,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666701,4493387.1
85,SAN PABLO_SANTA JUSTA,379,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664024.300000001,4494843.2
86,CASCO_ANTIGUO,266,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666996.5,4492176.9
87,CASCO_ANTIGUO,31,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667848.899999999,4494029.6
88,SAN PABLO_SANTA JUSTA,417,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664325.600000001,4493656.7
89,SAN PABLO_SANTA JUSTA,416,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665050.300000001,4493546.8
90,SAN PABLO_SANTA JUSTA,385,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663984,4494101
91,CERRO_AMATE,268,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663683.300000001,4490750.8
92,CASCO_ANTIGUO,37,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667609.100000001,4494309
93,SAN PABLO_SANTA JUSTA,415,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664807.399999999,4493783.8
94,SUR,269,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665421.100000001,4489147.4
95,SAN PABLO_SANTA JUSTA,384,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664212,4494310.8
96,BELLAVISTA_LA PALMERA,547,10,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664522.699999999,4483569.2
97,SAN PABLO_SANTA JUSTA,414,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664784.199999999,4493250.1
98,CASCO_ANTIGUO,27,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668266,4493745.1
99,CERRO_AMATE,413,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-661401.100000001,4490653.3
100,SAN PABLO_SANTA JUSTA,383,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663826.800000001,4494254.3
101,CASCO_ANTIGUO,28,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668188.899999999,4493746
102,SUR,270,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665668.600000001,4489295.8
103,CERRO_AMATE,412,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-661401.600000001,4491364.2
104,SAN PABLO_SANTA JUSTA,382,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662427.600000001,4495762.3
105,CERRO_AMATE,411,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-661202.5,4491358.7
106,CASCO_ANTIGUO,76,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668188.100000001,4493746.6
107,SUR,506,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665015.5,4490279.7
108,SAN PABLO_SANTA JUSTA,381,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663342.800000001,4494776.5
109,SUR,271,2,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665664.199999999,4489298
110,SAN PABLO_SANTA JUSTA,380,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663251.899999999,4495181.3
111,SUR,505,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663724.899999999,4489804.3
112,TRIANA,77,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668424.5,4492786.8
113,SUR,272,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665750.100000001,4489499.9
114,SUR,504,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664471.5,4489867.1
115,ESTE,410,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-658198.600000001,4492809.8
116,CASCO_ANTIGUO,58,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667639.800000001,4492659.2
117,SUR,503,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664238.600000001,4490245.8
118,SUR,296,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666686.5,4492075.7
119,CASCO_ANTIGUO,211,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666740.300000001,4494977.2
120,CASCO_ANTIGUO,59,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667636.899999999,4492655.9
121,ESTE,409,7,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-658184.5,4492387
122,TRIANA,121,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668921.699999999,4495241.8
123,SUR,502,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664683.699999999,4489376
124,CASCO_ANTIGUO,212,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666587.899999999,4494877.4
125,ESTE,408,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-656816.100000001,4492427
126,CASCO_ANTIGUO,60,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667634.199999999,4492652.8
127,SUR,501,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664669.899999999,4489086.6
128,CERRO_AMATE,238,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-658956.100000001,4491793.4
129,CASCO_ANTIGUO,20,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668047.800000001,4493304
130,ESTE,407,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-657140.300000001,4493183.3
131,CERRO_AMATE,240,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662250.899999999,4492554.3
132,TRIANA,120,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668931,4495197.2
133,ESTE,406,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-657520.699999999,4492813.6
134,CASCO_ANTIGUO,19,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667874.800000001,4493296.7
135,CERRO_AMATE,241,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663236.199999999,4491649.8
136,SUR,500,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664751.399999999,4489064.2
137,TRIANA,122,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668754.5,4495384.6
138,CASCO_ANTIGUO,14,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667779.5,4492942.8
139,ESTE,405,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-657906,4493049.7
