FID,LAYER,NUMERO,AROS,INSTALADO,CreationDate,Creator,EditDate,Editor,x,y
280,MACARENA,488,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666180.699999999,4496509.5
281,CASCO_ANTIGUO,36,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666606.399999999,4494134.3
282,MACARENA_NORTE,161,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664983.199999999,4498639.4
283,SUR,388,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665798.199999999,4491697.4
284,CASCO_ANTIGUO,80,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666550.399999999,4494046
285,MACARENA,482,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666364.399999999,4496452.2
286,NERVION,301,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665006,4492207.8
287,MACARENA_NORTE,162,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664195.300000001,4498238.7
288,SUR,387,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664878.100000001,4491446
289,NERVION,302,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664930,4492008.6
290,NERVION,527,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666110.100000001,4493385
291,MACARENA_NORTE,163,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664484,4498630.7
292,SUR,359,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665937.199999999,4490267.3
293,CASCO_ANTIGUO,35,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666419.899999999,4494018.3
294,MACARENA_NORTE,164,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663892.300000001,4498425.3
295,NERVION,303,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664706.300000001,4491666
296,NERVION,528,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666057.100000001,4493184.5
297,CERRO_AMATE,431,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-661797.399999999,4492808.6
298,MACARENA_NORTE,165,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663487.100000001,4498009.5
299,CASCO_ANTIGUO,88,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666157.100000001,4493895.1
300,NERVION,530,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665682.199999999,4493642.5
301,NERVION,304,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664537.800000001,4491744.5
302,MACARENA_NORTE,166,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663925.199999999,4497843.3
303,CERRO_AMATE,430,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662380.300000001,4492731.4
304,CASCO_ANTIGUO,15,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667558.300000001,4493090.6
305,MACARENA_NORTE,167,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664964.399999999,4498026.7
306,NERVION,531,8,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665331.100000001,4491917.5
307,CASCO_ANTIGUO,13,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667304.899999999,4492928.8
308,CERRO_AMATE,429,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662378.800000001,4491358.6
309,MACARENA_NORTE,170,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664558.399999999,4497222.3
310,NERVION,305,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664628.100000001,4491828.5
311,NERVION,539,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664822.5,4491710.5
312,CERRO_AMATE,428,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662896.800000001,4491345.7
313,NERVION,306,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664302.5,4491644.1
314,CASCO_ANTIGUO,16,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666992,4493064.5
315,MACARENA_NORTE,174,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664082.300000001,4496256.3
316,CASCO_ANTIGUO,477,12,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668145.199999999,4494743.8
317,MACARENA_NORTE,175,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664079.5,4496244.8
318,CASCO_ANTIGUO,101,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667008.600000001,4492937.9
319,CASCO_ANTIGUO,478,8,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667001.100000001,4493948.8
320,CERRO_AMATE,427,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663061.699999999,4492103.1
321,CASCO_ANTIGUO,540,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667500.5,4495161.1
322,MACARENA_NORTE,222,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664474.100000001,4497648.4
323,NERVION,307,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664556.600000001,4491612.4
324,CASCO_ANTIGUO,17,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666449,4492962.5
325,CERRO_AMATE,426,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662395.399999999,4491991.7
326,MACARENA_NORTE,329,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664406.5,4497092.8
327,MACARENA,514,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666455.100000001,4496064.6
328,CASCO_ANTIGUO,18,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666376,4493141.4
329,NERVION,309,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664159.600000001,4492171.8
330,MACARENA_NORTE,330,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663132.899999999,4496973.4
331,CERRO_AMATE,425,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662311.699999999,4492002.5
332,MACARENA,515,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666363.399999999,4495899.2
333,CASCO_ANTIGUO,METRO-18,12,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667303.800000001,4492510
334,MACARENA,516,8,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666478.300000001,4495844.1
335,CASCO_ANTIGUO,22,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666472.899999999,4493369.3
336,CERRO_AMATE,423,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663076.800000001,4491241.1
337,NERVION,308,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664170.699999999,4492049.2
338,MACARENA,517,9,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666435.399999999,4495778.3
339,CASCO_ANTIGUO,23,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666216.300000001,4493501.8
340,CERRO_AMATE,422,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662737.600000001,4490962.6
341,LOS REMEDIOS,140,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668477.600000001,4491577.7
342,SUR,532,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666128.399999999,4491862.7
343,NERVION,310,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663834.100000001,4492379.5
344,CASCO_ANTIGUO,83,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666809.5,4493938.9
345,LOS REMEDIOS,141,11,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668388.199999999,4491727.9
346,CERRO_AMATE,421,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662148.300000001,4490638.7
347,CASCO_ANTIGUO,548,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668209.699999999,4493549.1
348,LOS REMEDIOS,142,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668207,4491849.4
349,SUR,533,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665390.399999999,4490899.2
350,CASCO_ANTIGUO,82,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666795.199999999,4493932.4
351,CERRO_AMATE,420,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662536.399999999,4490596
352,TRIANA,143,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668226,4491927
353,NERVION,311,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664077.100000001,4492914.2
354,CERRO_AMATE,419,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-662695.199999999,4490420
355,BELLAVISTA_LA PALMERA,534,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666346.699999999,4487932.7
356,CASCO_ANTIGUO,34,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666759.399999999,4493942.3
357,CASCO_ANTIGUO,115,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667487.699999999,4494030.6
358,TRIANA,144,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668012.800000001,4492001.7
359,SUR,513,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663582.399999999,4489625.3
360,SUR,418,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663567.100000001,4490718.2
361,NERVION,313,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664872,4492621.4
362,CASCO_ANTIGUO,32,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667473.600000001,4494043.8
363,SUR,424,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663314.100000001,4490750.7
364,CASCO_ANTIGUO,33,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667145.100000001,4493996.3
365,NERVION,442,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664373.600000001,4492855.4
366,NERVION,314,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664897.699999999,4492934
367,NERVION,507,12,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664727.699999999,4492934.4
368,CASCO_ANTIGUO,26,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667516.199999999,4493724.6
369,NERVION,441,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663908.699999999,4492879.9
370,NERVION,508,14,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664717.800000001,4492602.1
371,CASCO_ANTIGUO,12,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667370,4493473.4
372,NERVION,440,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665002.5,4492921.7
373,MACARENA,178,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666316.199999999,4495604.1
374,CASCO_ANTIGUO,21,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667366.800000001,4493473.7
375,NERVION,509,14,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664577.399999999,4492569.1
376,NERVION,439,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665123.899999999,4492200.4
377,TRIANA,537,15,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668659.899999999,4495338.8
378,CASCO_ANTIGUO,24,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666878.5,4493668.5
379,LOS REMEDIOS,145,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667966.899999999,4492004.9
380,BELLAVISTA_LA PALMERA,479,18,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665796.699999999,4489057.9
381,NERVION,438,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664638.699999999,4492031.3
382,TRIANA,202,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-669051,4494322.3
383,TRIANA,146,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667903.800000001,4492073.4
384,CASCO_ANTIGUO,102,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666870.5,4493634.6
385,CASCO_ANTIGUO,529,10,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667593.399999999,4492594
386,NERVION,437,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663925.600000001,4492052.6
387,TRIANA,147,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667737.199999999,4492183.5
388,CASCO_ANTIGUO,491,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666649.800000001,4493768.9
389,LOS REMEDIOS,149,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667310.600000001,4491399
390,NERVION,436,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663967.100000001,4491353.5
391,CASCO_ANTIGUO,71,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667045.899999999,4493621.1
392,SUR,265,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665058.100000001,4490755.7
393,BELLAVISTA_LA PALMERA,519,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664036.899999999,4484591.5
394,LOS REMEDIOS,150,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667697.5,4491247
395,NERVION,435,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663865.5,4491495.9
396,BELLAVISTA_LA PALMERA,518,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663952.600000001,4484088.4
397,CASCO_ANTIGUO,25,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667161.899999999,4493573
398,LOS REMEDIOS,151,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667729,4491376.1
399,SUR,264,7,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665302.800000001,4490263.4
400,LOS REMEDIOS,152,3,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667670.199999999,4491454.8
401,TRIANA,116,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-668711.5,4495525.2
402,CASCO_ANTIGUO,56,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667241.300000001,4493523.4
403,NERVION,434,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663792.800000001,4491781.3
404,NERVION,433,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-663974.199999999,4491799.9
405,CASCO_ANTIGUO,73,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667252.399999999,4493472.8
406,SUR,258,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666006.600000001,4491887.5
407,MACARENA,62,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665041,4497120.5
408,MACARENA_NORTE,119,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664860.899999999,4496799.9
409,NERVION,432,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-664075.300000001,4491392.4
410,CASCO_ANTIGUO,74,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667247.300000001,4493447.1
411,SUR,256,4,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666083.199999999,4490776.7
412,ESTE,103,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-659519.5,4496443.5
413,NERVION,445,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666381.800000001,4492934.1
414,CASCO_ANTIGUO,75,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667229.399999999,4493374.4
415,CASCO_ANTIGUO,208,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-666829,4493074.7
416,CASCO_ANTIGUO,203,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667826.699999999,4492872.1
417,ESTE,104,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-658846.100000001,4494597.5
418,NERVION,444,5,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-665628.800000001,4493109.1
419,TRIANA,336,3,NO,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-667889.800000001,4495758.5
420,ESTE,108,6,SI,10/4/2014 9:00:08 PM,Ayto.Sevilla,10/4/2014 9:00:08 PM,Ayto.Sevilla,-660452.100000001,4495742.5
